name	time	frame	height	yaw	pitch	roll	length	lat	lon	east	north	zone.number	zone.letter	image_x	image_y	start_east	start_north	end_east	end_north	heading	project	sensor	event	printID	age_class
20240814003A	2024-08-14 05:14:01	3568	77.3	42.1	-87.9	0	9.98376830944067	-21.046098104429	55.1805727581889	310943.465270227	7671672.30881301	40	K	708.6	403.575	310938.614932424	7671673.48912255	310948.31560803	7671671.12850347	103.676857131928	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	2	adult
20240814003A	2024-08-14 05:14:18	4074	77.2	57.9	-84.6	0	7.38594438554599	-21.0462411017866	55.1808536715842	310972.842867179	7671656.80990216	40	K	494.865	803.525	310969.273445652	7671657.75714741	310976.412288707	7671655.8626569	104.862451513081	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	3	adult
20240814003A	2024-08-14 05:14:32.800000	4522	77.3	68.7	-84.6	0	12.277271429601	-21.0462930743474	55.1810340750631	310991.658890948	7671651.26961602	40	K	523.845	639.045	310986.407412675	7671654.44842466	310996.910369221	7671648.09080737	121.187228962539	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	4	adult
20240814004A	2024-08-14 05:14:04.400000	3667	77.2	42.1	-89.9	0	11.5693582151968	-21.0460829024364	55.1806608159357	310952.598442298	7671674.09630739	40	K	744.83	469.505	310947.431153251	7671676.69662204	310957.765731345	7671671.49599274	116.71273323909	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	1	adult
20240814004A	2024-08-14 05:14:21.200000	4174	77.4	57.9	-84.6	0	9.86260966330403	-21.0462188049439	55.1809060100147	310978.254553267	7671659.34054384	40	K	348.51	678.9	310974.204600634	7671662.15402052	310982.304505899	7671656.52706717	124.78746603211	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	2	adult
20240814004A	2024-08-14 05:14:32.600000	4516	77.3	68.7	-84.6	0	12.2602070996584	-21.0462768681312	55.181103649763	310998.869734514	7671653.14635852	40	K	541.235	533.995	310993.682739793	7671656.41335336	311004.056729235	7671649.87936368	122.20450767749	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	3	adult
20240814012A	2024-08-14 05:20:24.600000	15063	72.7	136.6	-44.2	0	10.9160105172688	-21.0478652332904	55.1857345317964	311482.184530593	7671482.77295072	40	K	342.705	554.275	311476.942978206	7671484.29477527	311487.426082981	7671481.25112617	126.190048427332	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	1	adult
20240814012A	2024-08-14 05:20:43.400000	15625	72.6	135.5	-37	0	10.3793154113843	-21.0478916801144	55.1859774855516	311507.469128484	7671480.13214124	40	K	272.425	555.73	311502.464296736	7671481.50480517	311512.473960232	7671478.75947731	135.337238791453	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	2	adult
20240814012A	2024-08-14 05:21:03.800000	16237	72.4	127.9	-41.1	0	12.2688377699293	-21.0478849974057	55.1861588061516	311526.306185568	7671481.08636764	40	K	358.645	366.615	311520.194354152	7671481.6123066	311532.418016985	7671480.56042868	124.918334300562	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	3	adult
20240814013A	2024-08-14 05:20:12.400000	14695	72.5	135.1	-42	0	13.3207230395504	-21.047886943469	55.1856978460552	311478.398958877	7671480.32593491	40	K	555.725	427.48	311471.956614054	7671482.01608542	311484.841303701	7671478.6357844	122.700274458234	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	1	adult
20240814013A	2024-08-14 05:21:14.400000	16557	72.3	127.9	-36.1	0	12.3497492740615	-21.0480521558348	55.1863580906105	311547.229189947	7671462.81501894	40	K	460.08	360.095	311541.082881357	7671462.22175045	311553.375498536	7671463.40828744	112.4866418632	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	2	adult
20240814014A	2024-08-14 05:21:59	17895	70.3	221	-83.9	0	15.3224397591074	-21.05045145497	55.1810247044198	310995.936239535	7671190.86320093	40	K	681.065	520.225	310992.410365589	7671197.66485535	310999.46211348	7671184.0615465	158.598465143332	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	1	adult
20240814014A	2024-08-14 05:22:17.800000	18458	70.8	240.3	-83.7	0	13.5005614555678	-21.0507237900803	55.1810966249449	311003.755085069	7671160.79686584	40	K	149.98	630.35	311000.146825209	7671166.5018418	311007.363344929	7671155.09188988	147.68763279658	Aug-14th-2024-09-09AM-Flight-Airdata	TIR	1	2	adult
20240814015A	2024-08-14 05:45:36.100000	8870	74.5	160.6	-90	0	9.31248066110528	-21.045791098112	55.1834905018715	311246.336619805	7671709.75570155	40	K	1188.14	488.465	311242.003321425	7671711.45954989	311250.669918184	7671708.05185321	111.464699661155	Aug-14th-2024-09-40AM-Flight-Airdata	RGB	1	1	adult
20240814015A	2024-08-14 05:46:03.500000	9693	74.5	176.6	-89.9	0	7.84189340017186	-21.0457879506201	55.1837610741553	311274.454879339	7671710.42444322	40	K	1123.17	345.54	311271.817655579	7671713.32597279	311277.092103099	7671707.52291364	137.73204594717	Aug-14th-2024-09-40AM-Flight-Airdata	RGB	1	2	adult
20240814015A	2024-08-14 05:45:42.900000	9072	74.6	152.3	-89.9	0	9.82448262505402	-21.045563134015	55.1840719123223	311306.478790456	7671735.68285563	40	K	268.35	499.91	311302.405073115	7671738.42784047	311310.552507797	7671732.9378708	123.973193326258	Aug-14th-2024-09-40AM-Flight-Airdata	TIR	1	1	adult
20240814015A	2024-08-14 05:46:03.500000	9693	74.5	176.6	-89.9	0	8.4674895618232	-21.0457297894935	55.1843067579608	311331.097811518	7671717.509507	40	K	209.195	408.295	311328.268944494	7671720.6594445	311333.926678542	7671714.3595695	138.07391381754	Aug-14th-2024-09-40AM-Flight-Airdata	TIR	1	2	adult
20240814016A	2024-08-14 07:08:24.800000	19084	67.9	195.7	-89	0	9.8899289683837	-21.0505431565123	55.1973723375272	312695.103361139	7671200.00470255	40	K	1772.235	348.5	312698.655015324	7671203.44540398	312691.551706954	7671196.56400113	-134.090922753676	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	1	adult
20240814016A	2024-08-14 07:08:42.200000	19605	67.7	177.1	-89.9	0	10.8456506523106	-21.0508198268865	55.1972244539264	312680.079797364	7671169.19956868	40	K	1803.39	528.92	312682.226089698	7671174.17957508	312677.93350503	7671164.21956228	-156.68483516265	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	2	adult
20240814016A	2024-08-14 07:09:11.800000	20491	67.5	275.8	-85.5	0	9.81665074979717	-21.0508221742643	55.1973927577991	312697.574896368	7671169.13743166	40	K	1317.215	323.17	312698.269263702	7671173.99639369	312696.880529035	7671164.27846963	-171.867240945513	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	3	adult
20240814017A	2024-08-14 07:08:27.200000	19158	68	195.7	-89.9	0	9.83284807523471	-21.0505544755501	55.1974481957769	312703.001642444	7671198.84064783	40	K	1638.19	349.955	312704.784902712	7671203.42226415	312701.218382176	7671194.2590315	-158.732978583474	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	1	adult
20240814017A	2024-08-14 07:08:54.600000	19978	67.7	275.8	-85.5	0	9.55633830822565	-21.0506343609919	55.1975856634465	312717.388930261	7671190.15768513	40	K	1259.5	463.115	312720.192082782	7671194.02721177	312714.58577774	7671186.28815849	-144.079773177172	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	2	adult
20240814017A	2024-08-14 07:09:11.800000	20491	67.5	275.8	-85.5	0	7.07396409120708	-21.050817893859	55.1975506122293	312713.975667633	7671169.79679064	40	K	1366.99	584.305	312712.900769979	7671173.16648454	312715.050565287	7671166.42709673	162.307852674886	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	3	adult
20240814018A	2024-08-14 07:11:34	24754	65.5	358.6	-90	0	10.6368792982988	-21.0513970663133	55.1938490767976	312329.993680863	7671101.32094075	40	K	1535.07	436.43	312326.127102638	7671104.97270377	312333.860259089	7671097.66917774	133.363381387425	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	1	adult
20240814019A	2024-08-14 07:12:03.200000	25629	65	256.1	-90	0	9.77214047553297	-21.0512611812376	55.1936125649564	312305.242154457	7671116.08693801	40	K	1232.815	717.755	312302.52154386	7671120.1455043	312307.962765054	7671112.02837172	146.164556872636	Aug-14th-2024-10-57AM-Flight-Airdata	RGB	1	1	adult
20240814016A	2024-08-14 07:08:24.800000	19084	67.9	195.7	-89	0	8.21604617733192	-21.0506643186994	55.1979011180906	312750.212286373	7671187.21149471	40	K	773.81	394.155	312753.186522466	7671190.04518018	312747.23805028	7671184.37780923	-133.613723383142	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	1	adult
20240814016A	2024-08-14 07:08:44	19660	67.8	177.1	-89.9	0	8.36145535807404	-21.0507999378746	55.1977447490938	312734.130232146	7671172.01283635	40	K	802.075	533.99	312736.024974888	7671175.73955527	312732.235489403	7671168.28611744	-153.050253047976	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	2	adult
20240814016A	2024-08-14 07:09:18.200000	20687	67.5	275.8	-85.5	0	9.83734908436704	-21.0513202215511	55.1973242619099	312691.07935834	7671113.91597927	40	K	339.04	315.955	312691.883036031	7671118.76855193	312690.275680648	7671109.06340661	-170.596098431096	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	3	adult
20240814017A	2024-08-14 07:08:28.200000	19186	68	195.7	-90	0	8.22796240767005	-21.0506833688111	55.1979546685723	312755.801735515	7671185.16527286	40	K	673.825	368.07	312757.30636743	7671188.99423149	312754.297103601	7671181.33631424	-158.54710234571	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	1	adult
20240814017A	2024-08-14 07:08:54.600000	19978	67.7	275.8	-85.5	0	9.12116150457588	-21.0510755197233	55.1975686107319	312716.168698317	7671141.29506225	40	K	393.87	523.71	312718.801475384	7671145.01895561	312713.535921249	7671137.5711689	-144.739848610532	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	2	adult
20240814017A	2024-08-14 07:09:15.800000	20611	67.5	275.8	-85.5	0	8.84620180812848	-21.0513012018146	55.1974908531619	312708.369660639	7671116.21746876	40	K	398.19	581.42	312706.458743561	7671120.20648086	312710.280577716	7671112.22845666	154.403472951089	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	3	adult
20240814018A	2024-08-14 07:11:34	24754	65.5	358.6	-90	0	9.15051928043387	-21.0513632911637	55.1933036468916	312273.263812802	7671104.41813563	40	K	493.41	362.13	312269.97935894	7671107.60331437	312276.548266663	7671101.23295689	134.120877581442	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	1	adult
20240814019A	2024-08-14 07:12:03.200000	25629	65	256.1	-90	0	9.95735778679946	-21.0517178304106	55.1937379039797	312318.841584598	7671065.67682055	40	K	267.625	730.75	312316.094123316	7671069.82877191	312321.589045879	7671061.5248692	146.506289284002	Aug-14th-2024-10-57AM-Flight-Airdata	TIR	1	1	adult
20240805005A	2024-08-05 12:56:06.500000	15508	81.5	180.3	-89.9	0	10.617042219678	-21.2074012617097	55.2783435285808	321298.638938023	7653926.97759109	40	K	1409.965	526.015	321298.079381125	7653932.25653914	321299.198494922	7653921.69864305	173.949366409671	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	1	adult
20240805005A	2024-08-05 12:56:26.100000	16098	81.7	156.9	-90	0	10.6389404932567	-21.2076943556086	55.2785074205468	321316.006900156	7653894.71340786	40	K	1445.465	460.805	321315.045197519	7653899.9452232	321316.968602794	7653889.48159252	169.58426961775	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	2	adult
20240805005A	2024-08-05 12:56:48.900000	16778	81.6	182.7	-89.9	0	7.96901480130045	-21.2077941841448	55.2786222372978	321328.047238568	7653883.79072851	40	K	1391.85	422.41	321327.515703092	7653887.7396232	321328.578774044	7653879.84183382	172.333858434811	Aug-5th-2024-04-46PM-Flight-Airdata	RGB	1	3	adult
20240805005A	2024-08-05 12:56:06.500000	15508	81.5	180.3	-89.9	0	7.83802128733737	-21.2073793135636	55.2789711677002	321363.773636997	7653930.11591059	40	K	443.415	573.11	321363.405648253	7653934.01760621	321364.141625741	7653926.21421497	174.612081892547	Aug-5th-2024-04-46PM-Flight-Airdata	TIR	1	1	adult
20240805005A	2024-08-05 12:56:26.100000	16098	81.7	156.9	-90	0	6.86357138392294	-21.2074267733262	55.2790756295592	321374.675911536	7653924.97939412	40	K	471.68	525.295	321373.931109044	7653928.32938252	321375.420714028	7653921.62940572	167.465314802615	Aug-5th-2024-04-46PM-Flight-Airdata	TIR	1	2	adult
20240805005A	2024-08-05 12:56:48.900000	16778	81.6	182.7	-89.9	0	8.09277195642964	-21.2077957148271	55.2792498892124	321393.211339537	7653884.32955688	40	K	427.485	470.955	321392.706087122	7653888.34427474	321393.716591952	7653880.31483902	172.827034091505	Aug-5th-2024-04-46PM-Flight-Airdata	TIR	1	3	adult
20240806001A	2024-08-06 06:32:39.300000	20508	91.4	308.7	-44.4	0	100.744177439906	-20.9965653724864	55.1774383408227	310555.088721688	7677152.60046134	40	K	1383.39	476.125	310584.385157081	7677111.62405111	310525.792286295	7677193.57687157	-65.5631969591315	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1	adult
20240806001A	2024-08-06 06:33:15.100000	21584	90.2	311.6	-46.3	0	9.38719610854189	-20.996519629032	55.1773864578228	310549.63667256	7677157.6034248	40	K	1384.835	338.225	310552.702379895	7677154.04937061	310546.570965224	7677161.157479	-70.7808719673301	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	2	adult
20240806001A	2024-08-06 06:34:03.900000	23042	90.6	304.9	-42.9	0	16.4495425146467	-20.9966715539362	55.1768097379014	310489.866606275	7677140.09931968	40	K	1394.28	333.87	310495.505203946	7677134.11157565	310484.228008603	7677146.0870637	-73.2798886614736	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	3	adult
20240806002A	2024-08-06 06:32:44.500000	20662	91.4	308.7	-44.4	0	11.4234631303584	-20.9965792846623	55.1775984143444	310571.74921316	7677151.24992992	40	K	1498.785	490.64	310574.956114674	7677146.52344495	310568.542311646	7677155.97641488	-64.1567383436242	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1	adult
20240806002A	2024-08-06 06:33:10.700000	21452	90.2	311.6	-46.3	0	11.6834403137077	-20.9964338404825	55.1774030977119	310551.258435958	7677167.12119641	40	K	1438.545	317.18	310554.852114696	7677162.51563808	310547.66475722	7677171.72675474	-67.9646190422333	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	2	adult
20240806002A	2024-08-06 06:33:52.300000	22695	90.6	303	-41	0	11.8419860214196	-20.9966167527688	55.1768906028115	310498.204972882	7677146.26250283	40	K	1503.145	391.21	310502.061492466	7677141.76968468	310494.348453299	7677150.75532098	-70.641943259831	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	3	adult
20240806002A	2024-08-06 06:34:00.100000	22928	90.5	303	-42.4	0	14.8643697551362	-20.9967029693646	55.176933660617	310502.790580816	7677136.76812167	40	K	1490.085	399.92	310508.17615048	7677131.64630447	310497.405011152	7677141.88993887	-76.4379150922168	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	4	adult
20240806003A	2024-08-06 06:37:28.700000	29182	90.6	347.8	-51.2	0	13.6903636515024	-20.9924326719556	55.1751344757092	310310.331524512	7677607.41828458	40	K	1392.11	518.94	310311.240186017	7677600.63368079	310309.422863008	7677614.20288836	-67.6282260942953	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1	adult
20240806004A	2024-08-06 06:37:28.700000	29182	90.6	347.8	-51.2	0	14.995697846383	-20.9923899296392	55.1752251400787	310319.704206875	7677612.25807908	40	K	1487.205	500.07	310321.926175274	7677605.09703203	310317.482238476	7677619.41912614	-69.9429264634409	Aug-6th-2024-10-21AM-Flight-Airdata	RGB	1	1	adult
20240806001A	2024-08-06 06:32:39.300000	20508	91.4	308.7	-44.4	0	54.8835286750605	-20.9974433683452	55.1770044325123	310511.083644254	7677054.87903893	40	K	468.87	587.905	310536.046960405	7677043.48240449	310486.120328104	7677066.27567338	-65.4616296546578	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	1	adult
20240806001A	2024-08-06 06:33:15.100000	21584	90.2	311.6	-46.3	0	12.1446185162017	-20.9973405647323	55.1766231315679	310471.309962502	7677065.80872457	40	K	415.89	350.56	310477.066898399	7677063.87724099	310465.553026605	7677067.74020814	-71.4531146133288	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	2	adult
20240806001A	2024-08-06 06:34:03.900000	23042	90.6	304.9	-42.9	0	21.5203674323372	-20.9976664989852	55.1760943094865	310416.740060381	7677029.09573959	40	K	424.59	349.115	310427.249954094	7677026.78842779	310406.230166668	7677031.40305139	-77.6178806096179	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	3	adult
20240806002A	2024-08-06 06:32:44.500000	20662	91.4	308.7	-44.4	0	14.3522455315392	-20.9973765098531	55.1770155798592	310512.158212768	7677062.29447063	40	K	540.395	542.23	310518.650413317	7677059.23700926	310505.66601222	7677065.35193199	-64.7822015401711	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	1	adult
20240806002A	2024-08-06 06:33:10.700000	21452	90.2	311.6	-46.3	0	13.8873566056061	-20.9972884630179	55.1766672754584	310475.83380483	7677071.62950207	40	K	476.85	348.39	310482.366006551	7677069.27471779	310469.301603109	7677073.98428636	-70.1763443702909	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	2	adult
20240806002A	2024-08-06 06:33:52.300000	22695	90.6	303	-41	0	13.4702867217227	-20.9976142560749	55.1762401351084	310431.835532092	7677035.05279235	40	K	541.455	409.355	310438.325981362	7677033.25384144	310425.345082822	7677036.85174325	-74.5082793934319	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	3	adult
20240806002A	2024-08-06 06:34:00.100000	22928	90.5	303	-42.4	0	18.545267551262	-20.9976435685828	55.1762731208921	310435.302087468	7677031.84659736	40	K	526.205	402.1	310444.399563975	7677030.05281411	310426.204610962	7677033.64038061	-78.8458577060794	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	4	adult
20240806003A	2024-08-06 06:37:28.700000	29182	90.6	347.8	-51.2	0	13.3399715437427	-20.992650501464	55.1742743897859	310221.180754403	7677582.28040481	40	K	429.69	560.995	310224.930216442	7677576.76404327	310217.431292364	7677587.79676635	-64.2038834908499	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	1	adult
20240806004A	2024-08-06 06:37:28.700000	29182	90.6	347.8	-51.2	0	16.4878646932373	-20.9925963434679	55.1743626063581	310230.284462385	7677588.38123022	40	K	547.995	531.29	310235.795094858	7677582.24972548	310224.773829913	7677594.51273495	-71.9473222455287	Aug-6th-2024-10-21AM-Flight-Airdata	TIR	1	1	adult
20240809001A	2024-08-09 12:25:07.600000	1485	70.4	291	-83.7	0	9.21010326126478	-21.2042389907585	55.2765986103692	321113.67216021	7654275.1102351	40	K	1521.36	648.51	321113.318899065	7654270.51875309	321114.025421355	7654279.70171712	4.39957646494019	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	1	adult
20240809001A	2024-08-09 12:25:33	2248	70.5	310.9	-83.7	0	7.74556965914344	-21.2041027900052	55.2767101736758	321125.09075969	7654290.31542553	40	K	1743.55	414.79	321125.384974074	7654286.45383256	321124.796545306	7654294.1770185	-4.35694221228891	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	2	adult
20240809002A	2024-08-09 12:25:18	1797	70.4	256.6	-83.7	0	10.0402050879565	-21.2041685964738	55.2763739796075	321090.265788656	7654282.64995372	40	K	1690.885	519.39	321090.093629234	7654277.63280407	321090.437948078	7654287.66710338	1.96528710104743	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	1	adult
20240809002A	2024-08-09 12:25:30.200000	2162	70.4	310.9	-83.7	0	8.96708449032917	-21.2041275566419	55.2766230201043	321116.072160389	7654287.47497881	40	K	1597.11	289.27	321116.422838332	7654283.00517165	321115.721482445	7654291.94478597	-4.48594158048134	Aug-9th-2024-04-17PM-Flight-Airdata	RGB	1	2	adult
20240809001A	2024-08-09 12:25:07.600000	1485	70.4	291	-83.7	0	8.93245750346507	-21.2047284297847	55.2764035667237	321094.012175425	7654220.70276122	40	K	514.33	668.705	321093.728070932	7654216.24557782	321094.296279917	7654225.15994462	3.64714557231591	Aug-9th-2024-04-17PM-Flight-Airdata	TIR	1	1	adult
20240809001A	2024-08-09 12:25:35.600000	2326	70.4	310.9	-83.7	0	9.48484662944689	-21.2044991713994	55.2763323892108	321086.346159163	7654246.00413117	40	K	766.09	484.035	321086.724494225	7654241.27682311	321085.967824101	7654250.73143922	-4.57573274503295	Aug-9th-2024-04-17PM-Flight-Airdata	TIR	1	2	adult
20240809002A	2024-08-09 12:25:18	1797	70.4	256.6	-83.7	0	7.97327436429769	-21.2047073808993	55.276479359485	321101.855719141	7654223.11878386	40	K	631.2	477.545	321101.834918678	7654219.13220094	321101.876519604	7654227.10536678	0.298944724254608	Aug-9th-2024-04-17PM-Flight-Airdata	TIR	1	1	adult
20240809002A	2024-08-09 12:25:38	2395	70.2	310.9	-83.7	0	13.7121253534173	-21.2045484203448	55.2762388083894	321076.689807248	7654240.445896	40	K	507.125	478.27	321077.089518139	7654233.60149488	321076.290096357	7654247.29029711	-3.34225948952477	Aug-9th-2024-04-17PM-Flight-Airdata	TIR	1	2	adult
20240809004A	2024-08-09 12:50:42.500000	24438	70.7	136.9	-90	0	10.5988254075906	-21.2057257158547	55.2780286378195	321263.929841372	7654112.12612857	40	K	1438.545	544.36	321263.832088739	7654117.42463963	321264.027594006	7654106.82761752	178.943065710669	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	1	adult
20240809004A	2024-08-09 12:51:02.900000	25048	69.4	116.6	-90	0	9.23027140762644	-21.2061395942226	55.2781894497124	321281.123666773	7654066.48613124	40	K	1630.16	426.055	321280.350130019	7654071.03597942	321281.897203527	7654061.93628306	170.351188960357	Aug-9th-2024-04-36PM-Flight-Airdata	RGB	1	2	adult
20240809004A	2024-08-09 12:50:42.500000	24438	70.7	136.9	-90	0	10.5000734061803	-21.2052953100428	55.2784371312353	321305.821812534	7654160.23859125	40	K	365.805	645.245	321305.614547591	7654165.48453507	321306.029077477	7654154.99264742	177.737445642364	Aug-9th-2024-04-36PM-Flight-Airdata	TIR	1	1	adult
20240809004A	2024-08-09 12:51:02.900000	25048	69.4	116.6	-90	0	9.12882690102579	-21.2056440728064	55.278422049431	321304.675793098	7654121.60914688	40	K	594.435	482.66	321303.985834259	7654126.12111175	321305.365751937	7654117.09718202	171.305817076091	Aug-9th-2024-04-36PM-Flight-Airdata	TIR	1	2	adult
20240729001A	2024-07-29 11:58:57.200000	3875	90.3	316	-89.9	0	12.1936798938604	-21.0103602826815	55.209829277765	313939.878910822	7675663.37755959	40	K	1427.26	412.62	313944.163680433	7675659.04025551	313935.594141211	7675667.71486368	-44.6508999531046	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	1	adult
20240729001A	2024-07-29 11:59:12.200000	4319	90.4	316	-90	0	12.0806251922133	-21.009949288734	55.2099504650259	313951.967628785	7675709.02122346	40	K	1497.11	553.76	313955.793063462	7675704.34667259	313948.142194109	7675713.69577432	-39.2952957890818	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	2	adult
20240729001A	2024-07-29 11:59:31.200000	4893	90.2	316	-90	0	11.0959403192584	-21.0095837960815	55.2098880265475	313945.02311179	7675749.41338046	40	K	1447.42	405.42	313948.350536518	7675744.97398663	313941.695687062	7675753.85277429	-36.852377158495	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	3	adult
20240729001A	2024-07-29 11:59:54	5576	90.1	323.9	-89.9	0	11.5576982246788	-21.0090784902988	55.2099328127024	313949.052244852	7675805.40960882	40	K	1376.13	295.96	313952.441071821	7675800.72869557	313945.663417883	7675810.09052206	-35.9032998662719	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	4	adult
20240729001A	2024-07-29 12:00:14.600000	6193	90.1	323.9	-90	0	10.2959457720225	-21.0085589438307	55.2099339448228	313948.525449026	7675862.93161518	40	K	1453.91	292.37	313951.649162932	7675858.83966745	313945.40173512	7675867.02356292	-37.3574153125369	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	5	adult
20240729001A	2024-07-29 12:00:26.200000	6541	90.1	331.7	-90	0	12.3072506273746	-21.0082942792942	55.2100101825524	313956.122893455	7675892.32229016	40	K	1494.23	354.29	313959.524234566	7675887.19413424	313952.721552343	7675897.45044608	-33.5550386797695	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	6	adult
20240729001A	2024-07-29 12:00:49.200000	7231	90.2	27.1	-89.9	0	10.2873068313607	-21.0081333036083	55.2100317709917	313958.167577417	7675910.16957777	40	K	1215.55	461.595	313961.259010147	7675906.05859077	313955.076144687	7675914.28056478	-36.9429032659524	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	7	adult
20240729001A	2024-07-29 12:01:01	7581	90	27.1	-90	0	8.44588561745726	-21.0078834550695	55.2100738408716	313962.231310887	7675937.88012187	40	K	1230.67	393.905	313964.635255216	7675934.40819192	313959.827366558	7675941.35205183	-34.6985058380822	Jul-29th-2024-03-56PM-Flight-Airdata	RGB	1	8	adult
20240729001A	2024-07-29 11:58:57.200000	3875	90.3	316	-89.9	0	10.2347931578736	-21.0108896906161	55.2094113232146	313897.085493983	7675604.27809256	40	K	465.91	568.17	313900.603841299	7675600.56204898	313893.567146667	7675607.99413615	-43.4346514481851	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	1	adult
20240729001A	2024-07-29 11:59:11	4288	90.2	316	-90	0	10.7742074162919	-21.010432335323	55.2094207158345	313897.494388941	7675654.92435727	40	K	563.85	607.05	313900.88387388	7675650.73720094	313894.104904002	7675659.11151361	-38.9900201460808	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	2	adult
20240729001A	2024-07-29 11:59:31.200000	4893	90.2	316	-90	0	7.81947301277519	-21.0100834550415	55.2094153601174	313896.504674924	7675693.54380693	40	K	460.15	483.915	313898.942890444	7675690.48747831	313894.066459404	7675696.60013555	-38.5814513144585	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	3	adult
20240729001A	2024-07-29 11:59:54	5576	90.1	323.9	-89.9	0	10.9655469666037	-21.0095136076911	55.2094105962965	313895.302301244	7675756.62793873	40	K	409.02	392.46	313898.735130792	7675752.35283799	313891.869471696	7675760.90303948	-38.7638422290347	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	4	adult
20240729001A	2024-07-29 12:00:14.600000	6193	90.1	323.9	-90	0	11.2505489760124	-21.0090060178773	55.2094251554305	313896.186020269	7675812.84184465	40	K	492.56	410.46	313899.751908319	7675808.49119465	313892.620132219	7675817.19249466	-39.338796867025	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	5	adult
20240729001A	2024-07-29 12:00:26.200000	6541	90.1	331.7	-90	0	9.75963017311494	-21.0086139336405	55.2094126204362	313894.396357624	7675856.23617578	40	K	537.92	385.26	313896.9235956	7675852.06177002	313891.869119648	7675860.41058155	-31.1912421829366	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	6	adult
20240729001A	2024-07-29 12:00:49.200000	7231	90.2	27.1	-89.9	0	8.56975899472355	-21.0078844859369	55.2094360765923	313895.929778528	7675937.0230568	40	K	309.65	517.045	313898.469867572	7675933.57223951	313893.389689484	7675940.47387409	-36.3561646642702	Jul-29th-2024-03-56PM-Flight-Airdata	TIR	1	7	adult
