name	time	frame	height	yaw	pitch	roll	lat	lon	east	north	zone.number	zone.letter	image_x	image_y	start_east	start_north	end_east	end_north	heading	project	length	flukeprint_width	fluke_span	body_length	age_class
20240729008A	39:35.2	13464	89.8	116.6	-90	0	-21.00864536	55.22471594	315485.3758	7675870.511	40	K	180.975	739.945	315483.6215	7675869.988	315487.13	7675871.035	73.38230151	Jul-29th-2024-04-31PM-Flight-Airdata	NA	3.661403636	NA	NA	adult
20240729008A	39:03.2	12504	90.1	116.6	-89.9	0	-21.00856106	55.2247075	315484.3947	7675879.835	40	K	343.705	756.005	315482.575	7675879.47	315486.2143	7675880.201	78.64349934	Jul-29th-2024-04-31PM-Flight-Airdata	NA	3.71204817	NA	NA	adult
20240729008A	35:05.6	5383	88.1	17.4	-68.4	0	-21.00713986	55.22432146	315442.5129	7676036.733	40	K	527.59	745.785	315440.6121	7676036.583	315444.4137	7676036.884	85.47866449	Jul-29th-2024-04-31PM-Flight-Airdata	NA	3.813438839	NA	NA	adult
20240729008A	32:38.4	969	90.7	69.7	-43.4	0	-21.00573998	55.22418522	315426.6272	7676191.56	40	K	227.68	722.435	315425.0623	7676190.277	315428.1922	7676192.843	50.65114129	Jul-29th-2024-04-31PM-Flight-Airdata	NA	4.047455949	NA	NA	adult
20240729008A	32:39.2	996	90.7	69.7	-45.6	0	-21.00670066	55.22457921	315468.7683	7676085.657	40	K	1440.735	660.54	315471.5188	7676080.098	315466.0179	7676091.215	-26.32668538	Jul-29th-2024-04-31PM-Flight-Airdata	12.40368555	NA	NA	12.40368555	adult
20240729008A	34:50.4	4926	88.2	83.5	-84.8	0	-21.00770457	55.22466366	315478.7832	7675974.608	40	K	1461.49	539.7	315480.0066	7675968.61	315477.5598	7675980.605	-11.52893799	Jul-29th-2024-04-31PM-Flight-Airdata	12.24210903	NA	NA	12.24210903	adult
20240729008A	34:54.4	5047	88.1	20.7	-82.8	0	-21.00748634	55.22496907	315510.2658	7675999.122	40	K	1566.89	620.265	315511.084	7675992.954	315509.4475	7676005.29	-7.556484208	Jul-29th-2024-04-31PM-Flight-Airdata	12.44443396	NA	NA	12.44443396	adult
20240729008A	29/07/2024 12:35	5573	88.1	89.4	-82.7	0	-21.00780514	55.22469599	315482.2685	7675963.512	40	K	1586.43	521.025	315483.5407	7675957.426	315480.9963	7675969.598	-11.80652848	Jul-29th-2024-04-31PM-Flight-Airdata	12.43537364	NA	NA	12.43537364	adult
20240729008A	29/07/2024 12:36	7252	88.1	89.4	-90	0	-21.00821665	55.22463142	315476.0616	7675917.878	40	K	1553.6	494.025	315476.9033	7675911.672	315475.2199	7675924.084	-7.724034742	Jul-29th-2024-04-31PM-Flight-Airdata	12.52549185	NA	NA	12.52549185	adult
20240729008A	36:10.8	7334	88.1	94.4	-90	0	-21.00823843	55.22464714	315477.7221	7675915.485	40	K	1678.635	471.28	315478.7678	7675909.471	315476.6765	7675921.498	-9.864141319	Jul-29th-2024-04-31PM-Flight-Airdata	12.20730496	NA	NA	12.20730496	adult
20240729008A	32:45.2	1172	90.6	73.2	-49.8	0	-21.00672621	55.22455621	315466.4086	7676082.801	40	K	1368.95	717.555	315468.2398	7676083.254	315464.5775	7676082.349	-103.8741915	Jul-29th-2024-04-31PM-Flight-Airdata	3.772308699	NA	3.772308699	NA	adult
