name,time,frame,height,yaw,pitch,roll,lat,lon,east,north,zone.number,zone.letter,image_x,image_y,start_east,start_north,end_east,end_north,heading,project,length,flukeprint_width,fluke_span,body_length,age_class
20240805002A,2024-08-05 11:42:02.900000,15253,70.6,161.6,-58.5,0,-21.2102868343742,55.2779316679645,321259.354536503,7653607.04326583,40,K,1331.665,256.8,321260.579692305,7653607.50391314,321258.1293807,7653606.58261852,-110.605798869234,Aug-5th-2024-03-29PM-Flight-Airdata,2.61778737651819,NA,2.61778737651819,NA,adult
20240805002A,2024-08-05 11:41:56.900000,15073,70.8,161.7,-41.8,0,-21.2102787342265,55.2776912953899,321234.389923838,7653607.66859515,40,K,1447.365,418.135,321235.814147515,7653608.25795675,321232.965700161,7653607.07923354,-112.480384788475,Aug-5th-2024-03-29PM-Flight-Airdata,3.0827002339087,NA,3.0827002339087,NA,adult
20240805001A,2024-08-05 11:56:58.800000,5395,80.7,145.2,-49.8,0,-21.2156440716527,55.2836756621515,321862.111090405,7653020.40607018,40,K,446.755,601.965,321864.144477157,7653020.20771396,321860.077703653,7653020.60442641,-84.4284433363113,Aug-5th-2024-03-53PM-Flight-Airdata,NA,4.08607727548325,NA,NA,adult
20240805001A,2024-08-05 11:56:58.800000,5395,80.7,145.2,-49.8,0,-21.2155366850568,55.2836443535206,321858.731912885,7653032.25986014,40,K,354.65,710.755,321860.773019071,7653032.10844818,321856.690806699,7653032.41127209,-85.7574938627037,Aug-5th-2024-03-53PM-Flight-Airdata,NA,4.09342890179408,NA,NA,adult
20240805001A,2024-08-05 11:59:03.200000,9124,80.3,133.8,-65.6,0,-21.2170590690282,55.2843981194056,321938.809903029,7652864.56136164,40,K,588.905,388.735,321940.691793602,7652864.83414849,321936.928012455,7652864.28857479,-98.2477844441967,Aug-5th-2024-03-53PM-Flight-Airdata,NA,3.8031170337449,NA,NA,adult
20240805001A,2024-08-05 11:58:53.400000,8830,80.4,133.8,-58.3,0,-21.2169508201561,55.2843704653259,321935.809156745,7652876.51474024,40,K,508.4,366.98,321937.520562318,7652877.2424837,321934.097751172,7652875.78699677,-113.036723103181,Aug-5th-2024-03-53PM-Flight-Airdata,NA,3.71941908618608,NA,NA,adult
20240805001A,2024-08-05 11:59:20.800000,9650,80.3,151.3,-89.9,0,-21.2170743762379,55.2844670893637,321945.988208768,7652862.94427298,40,K,421.375,560.625,321947.85108799,7652863.42415581,321944.125329545,7652862.46439016,-104.445486372089,Aug-5th-2024-03-53PM-Flight-Airdata,NA,3.84739211371003,NA,NA,adult
20240805001A,2024-08-05 11:56:50,5131,80.6,148.6,-43.8,0,-21.2162856327378,55.2827376991283,321765.508565865,7652948.32107182,40,K,1490.235,310.82,321764.366895775,7652942.53918891,321766.650235956,7652954.10295472,11.1697348443191,Aug-5th-2024-03-53PM-Flight-Airdata,11.7870404294639,NA,NA,11.7870404294639,adult
20240805001A,2024-08-05 11:58:51.600000,8774,80.3,133.8,-52,0,-21.2176261302513,55.2838144957137,321878.903286938,7652801.12374797,40,K,1530.455,388.78,321879.538765175,7652795.19923857,321878.267808701,7652807.04825737,-6.1222859408944,Aug-5th-2024-03-53PM-Flight-Airdata,11.9169869063182,NA,NA,11.9169869063182,adult
20240805001A,2024-08-05 11:58:52.600000,8805,80.3,133.8,-58.3,0,-21.2175847572562,55.2838035075153,321877.712910137,7652805.69188544,40,K,1536.715,310.69,321878.185669915,7652800.28982385,321877.240150359,7652811.09394703,-5.00148022113958,Aug-5th-2024-03-53PM-Flight-Airdata,10.8454176932015,NA,NA,10.8454176932015,adult
20240805001A,2024-08-05 11:58:46,8607,80.4,136.4,-45.4,0,-21.2175085560424,55.2836921975304,321866.066104147,7652814.00300462,40,K,1460.84,484.55,321866.014560852,7652808.95504682,321866.117647442,7652819.05096242,0.585010956018773,Aug-5th-2024-03-53PM-Flight-Airdata,10.0964418839961,NA,NA,10.0964418839961,adult
20240805001A,2024-08-05 11:58:52.400000,8798,80.3,133.8,-58.3,0,-21.217578796953,55.2838017016141,321877.518280277,7652806.34973248,40,K,1534.245,314.24,321877.860066081,7652801.20292026,321877.176494473,7652811.49654469,-3.79927862103666,Aug-5th-2024-03-53PM-Flight-Airdata,10.3162965305066,NA,NA,10.3162965305066,adult
20240805001A,2024-08-05 11:58:53.400000,8830,80.4,133.8,-58.3,0,-21.2175930356986,55.2838063413927,321878.01703929,7652804.77854866,40,K,1539.935,306.19,321878.184655101,7652799.71965425,321877.849423478,7652809.83744306,-1.89768076567253,Aug-5th-2024-03-53PM-Flight-Airdata,10.1233408884894,NA,NA,10.1233408884894,adult
20240805001A,2024-08-05 11:58:52.800000,8811,80.3,133.8,-58.3,0,-21.2175848130637,55.2838039616806,321877.760124965,7652805.68621812,40,K,1536.825,310.93,321878.180340311,7652800.47383677,321877.339909618,7652810.89859947,-4.60914231530854,Aug-5th-2024-03-53PM-Flight-Airdata,10.4585850455095,NA,NA,10.4585850455095,adult
20240805001A,2024-08-05 11:58:57.600000,8953,80.3,133.8,-58.3,0,-21.2175872390069,55.2838325883107,321880.734826512,7652805.44986088,40,K,1569.775,401.975,321881.779889145,7652805.58390818,321879.68976388,7652805.31581358,-97.3092606566819,Aug-5th-2024-03-53PM-Flight-Airdata,2.10724899780703,NA,2.10724899780703,NA,adult
20240805001A,2024-08-05 11:58:53.400000,8827,80.4,133.8,-58.3,0,-21.2175451500103,55.283801919293,321877.500483695,7652810.07511403,40,K,1513.915,336.395,321878.800163637,7652810.13716673,321876.200803754,7652810.01306133,-92.7334884963941,Aug-5th-2024-03-53PM-Flight-Airdata,2.60232087842029,NA,2.60232087842029,NA,adult
20240805001A,2024-08-05 11:56:54.200000,5256,80.5,148.6,-43.8,0,-21.2162410534483,55.2829273344002,321785.14162928,7652953.47014081,40,K,1515.435,550.605,321786.26850752,7652953.33606157,321784.014751039,7652953.60422006,-83.2146814724792,Aug-5th-2024-03-53PM-Flight-Airdata,2.26965355329018,NA,2.26965355329018,NA,adult
20240805001A,2024-08-05 11:56:50.400000,5140,80.6,148.6,-43.8,0,-21.2162373809807,55.282760420711,321767.809401957,7652953.68873731,40,K,1473.88,338.725,321766.701334971,7652953.79394015,321768.917468943,7652953.58353446,95.4235575309832,Aug-5th-2024-03-53PM-Flight-Airdata,2.22609980353426,NA,2.22609980353426,NA,adult
20240805003A,2024-08-05 12:31:56.100000,6117,78.7,188.7,-33.5,0,-21.2048865470339,55.2710491061659,320538.295383824,7654197.13712715,40,K,458.04,685.305,320540.257732694,7654196.90182303,320536.333034954,7654197.37243128,-83.1623426445579,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.95281222203451,NA,NA,adult
20240805003A,2024-08-05 12:30:58.900000,4401,84.5,178.9,-61,0,-21.2040001801507,55.2709806553964,320530.117285795,7654295.19176325,40,K,523.64,620.095,320528.285106527,7654295.49535671,320531.949465063,7654294.88816978,99.408466121922,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.71432355101829,NA,NA,adult
20240805003A,2024-08-05 12:31:09.100000,4710,85,111.2,-61,0,-21.2039962759059,55.2708754424829,320519.189142138,7654295.50474664,40,K,319.84,422.095,320517.1923665,7654295.0533148,320521.185917776,7654295.95617849,77.2607103039968,Aug-5th-2024-04-22PM-Flight-Airdata,NA,4.09433934068274,NA,NA,adult
20240805003A,2024-08-05 12:31:09.100000,4710,85,111.2,-61,0,-21.203838018016,55.2708893787195,320520.444723837,7654313.04173099,40,K,114.595,470.69,320518.697236121,7654312.44918819,320522.192211553,7654313.63427379,71.2690928013523,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.69043102599121,NA,NA,adult
20240805003A,2024-08-05 12:31:08.900000,4703,85,111.9,-61,0,-21.2041303559411,55.2708499859957,320516.708281694,7654280.63150193,40,K,491.72,398.16,320514.716065788,7654280.53162465,320518.700497599,7654280.7313792,87.129949985,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.98943589216132,NA,NA,adult
20240805003A,2024-08-05 12:31:29.700000,5328,84.9,162.6,-66.7,0,-21.2044174853502,55.2709967384641,320532.291491329,7654249.00893563,40,K,499.7,174.06,320530.380327169,7654248.83528756,320534.20265549,7654249.18258371,84.8083697118832,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.83807352813669,NA,NA,adult
20240805003A,2024-08-05 12:31:46.100000,5815,84.8,188.7,-56.9,0,-21.2048315126298,55.2710543429368,320538.772549094,7654203.2360806,40,K,456.905,314.76,320536.800467334,7654203.77553095,320540.744630854,7654202.69663025,105.298643838361,Aug-5th-2024-04-22PM-Flight-Airdata,NA,4.08906500229131,NA,NA,adult
20240805003A,2024-08-05 12:39:35.700000,19889,76.2,39.4,-50.5,0,-21.2118456146727,55.2722844582342,320674.958654739,7653428.07859946,40,K,467.79,382.935,320676.719064471,7653428.6309808,320673.198245006,7653427.52621811,-107.420813362972,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.69007727516407,NA,NA,adult
20240805003A,2024-08-05 12:39:53.100000,20413,76.2,36.6,-63.9,0,-21.2116569642042,55.2722010886923,320666.07556312,7653448.87018022,40,K,567.145,299.53,320667.797381131,7653449.3691675,320664.353745109,7653448.37119295,-106.161723928061,Aug-5th-2024-04-22PM-Flight-Airdata,NA,3.58532875354339,NA,NA,adult
20240805003A,2024-08-05 12:37:26.500000,16017,75.9,179.1,-71.1,0,-21.2105218740546,55.2715938439456,320601.661407498,7653573.8511648,40,K,1421.055,617.52,320600.786195925,7653568.78538614,320602.536619071,7653578.91694345,9.80219282406871,Aug-5th-2024-04-22PM-Flight-Airdata,10.2816552434629,NA,NA,10.2816552434629,adult
20240805003A,2024-08-05 12:38:45.500000,18389,76,174.1,-71.8,0,-21.2118408856943,55.2719379646125,320638.9811694,7653428.20953319,40,K,1449.085,444.75,320638.38848247,7653422.76114535,320639.573856331,7653433.65792102,6.20834166578645,Aug-5th-2024-04-22PM-Flight-Airdata,10.9610597644917,NA,NA,10.9610597644917,adult
20240805003A,2024-08-05 12:38:47.700000,18454,76,169.3,-73.9,0,-21.2119628003675,55.2719526199434,320640.649972237,7653414.72861122,40,K,1481.435,276.61,320640.323476975,7653409.2528743,320640.976467499,7653420.20434815,3.41226741417226,Aug-5th-2024-04-22PM-Flight-Airdata,10.9709241181246,NA,NA,10.9709241181246,adult
20240805003A,2024-08-05 12:39:11.700000,19172,75.9,161.7,-57.9,0,-21.212358118573,55.2720020821907,320646.262711677,7653371.01782819,40,K,1512.345,430.5,320645.607536033,7653365.16531031,320646.917887322,7653376.87034607,6.38753322952328,Aug-5th-2024-04-22PM-Flight-Airdata,11.7781527632138,NA,NA,11.7781527632138,adult
20240805003A,2024-08-05 12:39:12.900000,19209,75.9,161.7,-57.9,0,-21.2123848313215,55.2719993154911,320646.007766292,7653368.05724625,40,K,1518.79,405.945,320645.290928341,7653362.23578917,320646.724604243,7653373.87870333,7.01990405624876,Aug-5th-2024-04-22PM-Flight-Airdata,11.730851485739,NA,NA,11.730851485739,adult
20240805003A,2024-08-05 12:31:11.100000,4771,85.1,109.2,-56.8,0,-21.2051656622463,55.270489302195,320480.513211297,7654165.6008108,40,K,1862.165,437.535,320479.634665287,7654159.7820289,320481.391757308,7654171.41959269,8.58592537788537,Aug-5th-2024-04-22PM-Flight-Airdata,11.7694631721821,NA,NA,11.7694631721821,adult
20240805003A,2024-08-05 12:31:10.900000,4763,85.1,109.2,-56.8,0,-21.2051676202192,55.270498779407,320481.499515172,7654165.39478423,40,K,1856.445,429.96,320480.543014935,7654159.52970877,320482.45601541,7654171.2598597,9.26248569549028,Aug-5th-2024-04-22PM-Flight-Airdata,11.885117233382,NA,NA,11.885117233382,adult
20240805003A,2024-08-05 12:37:16.700000,15728,75.9,175.7,-61.1,0,-21.2103152535868,55.2712849999591,320569.348211748,7653596.37664192,40,K,1441.29,258.24,320567.9273284,7653590.7595986,320570.769095096,7653601.99368524,14.1957135917756,Aug-5th-2024-04-22PM-Flight-Airdata,11.5879394420342,NA,NA,11.5879394420342,adult
20240805003A,2024-08-05 12:37:16.700000,15728,75.9,175.7,-61.1,0,-21.2102610303469,55.2712993314857,320570.770526985,7653602.39610227,40,K,1433.415,307.2,320572.331283046,7653602.33643958,320569.209770925,7653602.45576496,-87.810832395076,Aug-5th-2024-04-22PM-Flight-Airdata,3.12379200166765,NA,3.12379200166765,NA,adult
20240805003A,2024-08-05 12:37:27.100000,16039,76,178.9,-71.1,0,-21.2104914548161,55.2715988761531,320602.14707103,7653577.22467123,40,K,1420.295,667.335,320603.642783711,7653576.9426708,320600.651358349,7653577.50667165,-79.322837757511,Aug-5th-2024-04-22PM-Flight-Airdata,3.0441292104544,NA,3.0441292104544,NA,adult
20240805003A,2024-08-05 12:38:47.300000,18442,76,169.3,-71.9,0,-21.2118812284793,55.2719567287361,320640.977951087,7653423.76432986,40,K,1467.485,419.765,320642.480936447,7653423.70357756,320639.474965726,7653423.82508215,-87.6853026830352,Aug-5th-2024-04-22PM-Flight-Airdata,3.00842539219498,NA,3.00842539219498,NA,adult
20240805003A,2024-08-05 12:39:13.100000,19212,75.9,161.7,-57.9,0,-21.2123317674846,55.2720055633934,320646.592271281,7653373.93917935,40,K,1506.195,453.68,320648.088808585,7653374.14432165,320645.095733978,7653373.73403705,-97.8053433835974,Aug-5th-2024-04-22PM-Flight-Airdata,3.0210642255322,NA,3.0210642255322,NA,adult
20240805003A,2024-08-05 12:39:16.900000,19330,76,161.7,-57,0,-21.2123515887823,55.271994701322,320645.488566641,7653371.73239618,40,K,1521.13,455.34,320646.953924535,7653371.65568516,320644.023208746,7653371.8091072,-87.003319614184,Aug-5th-2024-04-22PM-Flight-Airdata,2.93472883829265,NA,2.93472883829265,NA,adult
20240805005A,2024-08-05 12:56:50.700000,16833,81.6,182.7,-90,0,-21.2076468895455,55.2792362037656,321391.6114627,7653900.79094382,40,K,463.435,691.165,321393.229352558,7653900.98986282,321389.993572841,7653900.59202482,-97.0093185413913,Aug-5th-2024-04-46PM-Flight-Airdata,NA,3.2601450049795,NA,NA,adult
20240805006J,2024-08-05 12:56:21.900000,15973,81.4,156.9,-89.9,0,-21.2072280662815,55.2790545461937,321372.247945279,7653946.95497034,40,K,383.66,773.845,321373.259915739,7653947.22151288,321371.235974819,7653946.68842781,-104.755980228763,Aug-5th-2024-04-46PM-Flight-Airdata,NA,2.09296835737373,NA,NA,calf
20240805006J,2024-08-05 12:56:42.700000,16593,81.6,185.2,-90,0,-21.2076018047284,55.2792785687161,321395.955513341,7653905.83019811,40,K,372.14,715.95,321396.811686856,7653905.7891019,321395.099339826,7653905.87129433,-87.2519195594034,Aug-5th-2024-04-46PM-Flight-Airdata,NA,1.71431850797151,NA,NA,calf
20240805006J,2024-08-05 12:56:52.500000,16888,81.6,182.7,-89.9,0,-21.2076968578541,55.2793108355041,321399.419788577,7653895.34302823,40,K,375.725,673.385,321400.307538082,7653895.34633741,321398.532039072,7653895.33971904,-90.2135752297215,Aug-5th-2024-04-46PM-Flight-Airdata,NA,1.77551134586752,NA,NA,calf
20240805006J,2024-08-05 12:55:55.900000,15191,81.8,171.9,-90,0,-21.2071030084892,55.2788439249376,321350.230852059,7653960.56276461,40,K,470.91,664.82,321351.09235203,7653960.99026551,321349.369352089,7653960.13526371,-116.391920859056,Aug-5th-2024-04-46PM-Flight-Airdata,NA,1.9234752056205,NA,NA,calf
20240805006J,2024-08-05 12:59:25.300000,21466,80.1,165.4,-90,0,-21.2093571471789,55.2806661722598,321542.125736813,7653713.056764,40,K,441.195,572.955,321543.058034984,7653712.93823281,321541.193438643,7653713.17529519,-82.7543616333573,Aug-5th-2024-04-46PM-Flight-Airdata,NA,1.87960583197966,NA,NA,calf
20240805006J,2024-08-05 12:59:57.700000,22436,81.2,149.4,-89.9,0,-21.2096163169961,55.2808799081724,321564.626916965,7653684.6043767,40,K,450.26,693.22,321565.469797657,7653684.8442665,321563.784036274,7653684.36448691,-105.886727237879,Aug-5th-2024-04-46PM-Flight-Airdata,NA,1.75270644912794,NA,NA,calf
20240805005A,2024-08-05 12:56:43.300000,16611,81.6,185.2,-90,0,-21.2075746932776,55.2792105744739,321388.863783023,7653908.75506028,40,K,495.59,770.585,321390.310159794,7653909.32060492,321387.417406251,7653908.18951564,-111.355887407584,Aug-5th-2024-04-46PM-Flight-Airdata,NA,3.10602414963906,NA,NA,adult
20240805005A,2024-08-05 12:48:01.300000,971,77.1,259,-41.3,0,-21.2004035254575,55.2778344577499,321237.362427784,7654701.14024151,40,K,535.485,651.52,321238.803614632,7654700.27029151,321235.921240937,7654702.01019152,-58.8833731001336,Aug-5th-2024-04-46PM-Flight-Airdata,NA,3.36679820378832,NA,NA,adult
20240805005A,2024-08-05 12:51:46.300000,7713,56.2,166.2,-56.3,0,-21.2036963882586,55.2771659406909,321171.919811147,7654335.82407147,40,K,160.155,549.985,321173.542266192,7654335.19709414,321170.297356102,7654336.4510488,-68.8716028471671,Aug-5th-2024-04-46PM-Flight-Airdata,NA,3.47877044173733,NA,NA,adult
20240806004A,2024-08-06 06:37:25.300000,18698,90.6,347.8,-57.1,0,-20.9928016692444,55.1744932093088,310244.123262836,7677565.80370359,40,K,592.53,623.725,310243.022135074,7677564.78469343,310245.224390598,7677566.82271374,47.2180829139284,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.00057597284392,NA,NA,adult
20240806001A,2024-08-06 06:32:43.100000,10238,91.4,308.7,-44.4,0,-20.9974444165607,55.1771794592107,310529.282485431,7677054.97051674,40,K,546.285,658.275,310527.965776254,7677053.90048838,310530.599194608,7677056.0405451,50.9008428921464,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.39333685012001,NA,NA,adult
20240806001A,2024-08-06 06:33:00.500000,10760,90.1,311.6,-47.6,0,-20.9974096582432,55.1769876091429,310509.291953597,7677058.59129198,40,K,507.16,495.61,310508.043745549,7677057.03409933,310510.540161644,7677060.14848464,38.7148210955549,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.99142695470552,NA,NA,adult
20240806001A,2024-08-06 06:33:02.100000,10807,90.1,311.6,-47.6,0,-20.9973799123276,55.176918274586,310502.045679428,7677061.8023836,40,K,502.3,450.605,310500.945385605,7677060.07514867,310503.145973252,7677063.52961852,32.4982024421047,Aug-6th-2024-10-21AM-Flight-Airdata,NA,4.09584520564337,NA,NA,adult
20240806001A,2024-08-06 06:33:14.100000,11165,90.2,311.6,-46.3,0,-20.9973509286471,55.1768786832056,310497.892763658,7677064.96435269,40,K,511.415,448.18,310497.112048352,7677063.22610957,310498.673478964,7677066.70259581,24.1867772508451,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.81103950240224,NA,NA,adult
20240806001A,2024-08-06 06:33:45.700000,12115,90.6,307,-41,0,-20.9976493610144,55.1764591099369,310454.646656134,7677031.42590863,40,K,500.845,516.05,310454.184343629,7677029.68618754,310455.108968638,7677033.16562972,14.8818065023067,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.60020128502811,NA,NA,adult
20240806001A,2024-08-06 06:34:03.900000,12660,90.6,304.9,-42.9,0,-20.9977238862029,55.1767181997946,310481.678303065,7677023.48217065,40,K,566.3,624.58,310480.825821034,7677021.71699039,310482.530785097,7677025.24735091,25.7779097713576,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.92050351898767,NA,NA,adult
20240806002A,2024-08-06 06:32:58.300000,10694,90.1,311.6,-44.4,0,-20.997595537954,55.1772506967012,310536.879837377,7677038.32362936,40,K,438.445,814.255,310535.88017238,7677036.86484419,310537.879502373,7677039.78241452,34.4217591959469,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.53688238656587,NA,NA,adult
20240806002A,2024-08-06 06:33:00.700000,10765,90.1,311.6,-47.6,0,-20.9975716350817,55.177178096966,310529.301475172,7677040.8839502,40,K,432.975,688.38,310528.022874753,7677039.87178446,310530.580075591,7677041.89611593,51.6341563873663,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.26147114275957,NA,NA,adult
20240806002A,2024-08-06 06:33:16.300000,11233,90.2,311.6,-46.3,0,-20.9974848083437,55.17704263786,310515.108177275,7677050.33632672,40,K,458.51,586.215,310514.005097675,7677048.82732239,310516.211256875,7677051.84533106,36.1667401604547,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.73838397446702,NA,NA,adult
20240806002A,2024-08-06 06:33:16.300000,11233,90.2,311.6,-46.3,0,-20.9975222737282,55.17711210264,310522.377729652,7677046.27072621,40,K,453.045,645.2,310521.358300997,7677044.99560843,310523.397158306,7677047.54584399,38.6415679664728,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.26506363274146,NA,NA,adult
20240806002A,2024-08-06 06:34:01.500000,12590,90.6,303,-42.9,0,-20.9978061479997,55.1766226941893,310471.852500708,7677014.26131472,40,K,474.935,595.335,310471.150475017,7677012.64527562,310472.554526399,7677015.87735383,23.4806722998627,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.52387427361051,NA,NA,adult
20240806002A,2024-08-06 06:34:01.500000,12590,90.6,303,-42.9,0,-20.9978276662148,55.1767337109963,310483.422062299,7677012.01059832,40,K,487.705,668.31,310482.883123043,7677010.39349235,310483.961001555,7677013.62770429,18.4318854191209,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.40909796091798,NA,NA,adult
20240806002A,2024-08-06 06:34:04.700000,12682,90.6,304.9,-42.9,0,-20.9978515640563,55.1768499164346,310495.534085462,7677009.50256772,40,K,491.355,769.26,310494.541137082,7677007.95178798,310496.527033842,7677011.05334746,32.6310191632153,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.68285991348746,NA,NA,adult
20240806004A,2024-08-06 06:37:27.500000,18760,90.6,347.8,-57.1,0,-20.9928845906579,55.1745713251875,310252.350048963,7677556.71582077,40,K,645.815,727.905,310250.943342339,7677556.25970404,310253.756755586,7677557.17193751,72.0350042025569,Aug-6th-2024-10-21AM-Flight-Airdata,NA,2.95761119918368,NA,NA,adult
20240806003A,2024-08-06 06:37:33.900000,18951,90.6,346.7,-55,0,-20.9928082947404,55.1743886558962,310233.260876959,7677564.94603575,40,K,481.01,643.985,310231.789426574,7677564.39495768,310234.732327344,7677565.49711381,69.468395549919,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.14251699500207,NA,NA,adult
20240806003A,2024-08-06 06:37:39.100000,19109,90.6,346,-58.9,0,-20.9927918942811,55.1743882147624,310233.194276812,7677566.76128399,40,K,500.47,547.29,310231.733613436,7677566.11919718,310234.654940189,7677567.40337079,66.2703935195794,Aug-6th-2024-10-21AM-Flight-Airdata,NA,3.19112078626908,NA,NA,adult
20240806005A,2024-08-06 07:20:26.800000,2690,78.9,266.3,-74.1,0,-20.9953457086739,55.1789704876394,310712.848529373,7677289.45047248,40,K,681.015,406.865,310712.394725758,7677291.13922744,310713.302332989,7677287.76171752,164.95875858004,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.49733099860788,NA,NA,adult
20240806005A,2024-08-06 07:20:55.400000,3551,84.8,293.4,-59.8,0,-20.9952477807421,55.1785850367946,310672.649157308,7677299.83594649,40,K,533.06,505.5,310671.985069626,7677301.62082863,310673.313244989,7677298.05106435,159.591654158335,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.80884060871706,NA,NA,adult
20240806005A,2024-08-06 07:21:22,4343,84.8,267.5,-47.3,0,-20.9952160404974,55.1784686790147,310660.511232622,7677303.21220732,40,K,520.01,585.285,310660.334672083,7677305.09799062,310660.687793161,7677301.32642402,174.651151802992,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.78806138937509,NA,NA,adult
20240806006A,2024-08-06 07:21:11.400000,4027,84.8,262.5,-44.4,0,-20.9952622817813,55.1786198768431,310676.289818517,7677298.27174299,40,K,483.02,718,310675.849707291,7677300.29696318,310676.729929744,7677296.2465228,167.739387441507,Aug-6th-2024-11-18AM-Flight-Airdata,NA,4.14497996138024,NA,NA,adult
20240806006A,2024-08-06 07:20:36.600000,2988,84.5,296.1,-73,0,-20.9953462478267,55.1788643147135,310701.810269096,7677289.26502681,40,K,525.09,597.61,310702.787138977,7677290.98729872,310700.833399214,7677287.54275491,-150.438161741987,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.96004812130575,NA,NA,adult
20240806007A,2024-08-06 07:21:10.800000,4009,84.8,262.5,-47.6,0,-20.9954063674355,55.1787454917986,310689.531924555,7677282.46816717,40,K,239.34,752.085,310689.443491084,7677284.38467755,310689.620358026,7677280.55165679,177.358076835792,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.83709916693711,NA,NA,adult
20240806007A,2024-08-06 07:20:55.200000,3545,84.8,293.6,-59.8,0,-20.9954418361934,55.17864165887,310678.781021779,7677278.41826254,40,K,279.95,647.65,310678.584712034,7677280.23499359,310678.977331524,7677276.60153149,173.832743122888,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.65461309926102,NA,NA,adult
20240806008A,2024-08-06 07:20:51.400000,3428,84.7,295.6,-59.8,0,-20.9951097885956,55.1787991551901,310694.737297186,7677315.36731894,40,K,806.49,641.845,310695.029389632,7677317.33016489,310694.445204741,7677313.40447299,-171.535889393155,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.96892036782821,NA,NA,adult
20240806008A,2024-08-06 07:20:55,3535,84.8,293.8,-59.8,0,-20.9950924255751,55.1788558347826,310700.608459873,7677317.3567928,40,K,846.37,691.165,310700.81055307,7677319.15910964,310700.406366675,7677315.55447596,-173.602167132868,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.62722354425593,NA,NA,adult
20240806009A,2024-08-06 07:21:08.400000,3940,84.8,262.5,-50.1,0,-20.9953617083029,55.1786050843184,310674.877240949,7677287.2462581,40,K,372.775,584.55,310675.330696211,7677289.20623948,310674.423785687,7677285.28627671,-166.973417573515,Aug-6th-2024-11-18AM-Flight-Airdata,NA,4.02350528929598,NA,NA,adult
20240806009A,2024-08-06 07:21:02.800000,3773,84.9,272.9,-59.3,0,-20.9953768096882,55.1785691846658,310671.163756337,7677285.53178706,40,K,338.695,435.875,310671.203478331,7677287.48500808,310671.124034343,7677283.57856605,-178.834955740912,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.90724975583273,NA,NA,adult
20240806010A,2024-08-06 07:21:06.800000,3891,84.9,262.5,-50.1,0,-20.9951776464648,55.1785637142667,310670.343751197,7677307.5755711,40,K,613.565,570.775,310670.213319302,7677309.28121414,310670.474183091,7677305.86992806,175.627056426157,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.42124577095823,NA,NA,adult
20240806010A,2024-08-06 07:21:39.600000,4874,84.6,174.2,-47.3,0,-20.9947820232706,55.1785624222959,310669.71035863,7677351.37527898,40,K,256.01,669.41,310669.235885095,7677349.49055897,310670.184832165,7677353.25999899,14.1304389164599,Aug-6th-2024-11-18AM-Flight-Airdata,NA,3.88705268945836,NA,NA,adult
20240806005A,2024-08-06 07:19:51.800000,1644,78.6,250.8,-50.4,0,-20.9948248465884,55.1789928985754,310714.521727629,7677347.14401007,40,K,1550.83,713.485,310714.022814439,7677345.57994658,310715.02064082,7677348.70807355,17.6919161135914,Aug-6th-2024-11-18AM-Flight-Airdata,3.28341831408251,NA,3.28341831408251,NA,adult
20240806005A,2024-08-06 07:20:00.800000,1912,78.7,251.3,-56,0,-20.9947745602189,55.1789438695564,310709.360677094,7677352.65337287,40,K,1613.51,570.275,310708.869011397,7677351.16564947,310709.85234279,7677354.14109627,18.2877870432441,Aug-6th-2024-11-18AM-Flight-Airdata,3.13372371650279,NA,3.13372371650279,NA,adult
